x	y	value
882500	1605000	8
882500	1606000	5
882500	1606500	98
882500	1607000	5
882500	1607500	18
882500	1609000	93
882500	1611000	5
882500	1612500	8
882500	1614000	13
882500	1614500	33
882500	1615000	38
882500	1615500	88
882500	1663000	33
882500	1663500	13
882500	1664500	8
882500	1665500	23
882500	1666000	18
882500	1674500	113
882500	1675000	28
882500	1675500	33
882500	1676000	18
882500	1676500	28
882500	1677000	13
882500	1677500	13
882500	1678500	33
882500	1679000	38
883000	1601000	5
883000	1601500	5
883000	1604000	5
883000	1604500	18
883000	1605000	83
883000	1606000	128
883000	1607500	93
883000	1608000	8
883000	1613500	73
883000	1614000	13
883000	1614500	8
883000	1615000	8
883000	1615500	5
883000	1616000	83
883000	1658500	18
883000	1659000	18
883000	1659500	5
883000	1675000	8
883000	1675500	18
883000	1676500	8
883000	1677000	13
883000	1677500	73
883000	1678000	48
883000	1678500	5
883500	1600000	0
883500	1602000	38
883500	1602500	8
883500	1603500	169
883500	1604000	103
883500	1604500	38
883500	1605000	8
883500	1609000	8
883500	1609500	8
883500	1610500	103
883500	1611500	93
883500	1612000	18
883500	1612500	68
883500	1616000	5
883500	1651000	13
883500	1651500	5
883500	1658000	28
883500	1660500	8
883500	1675000	33
883500	1675500	18
883500	1677500	13
883500	1678000	18
883500	1678500	28
883500	1679000	33
883500	1689000	5
884000	1600000	5
884000	1602000	0
884000	1602500	23
884000	1603500	38
884000	1604000	13
884000	1604500	103
884000	1607000	78
884000	1607500	13
884000	1608000	5
884000	1608500	53
884000	1610000	8
884000	1610500	53
884000	1612000	153
884000	1651000	8
884000	1652000	8
884000	1658000	5
884000	1660500	43
884000	1662500	13
884000	1670000	8
884000	1670500	8
884000	1674000	13
884000	1674500	18
884000	1675000	93
884000	1677500	18
884000	1678000	23
884500	1603500	33
884500	1606000	63
884500	1608500	8
884500	1609000	178
884500	1609500	8
884500	1610000	38
884500	1610500	113
884500	1612000	43
884500	1613000	43
884500	1613500	13
884500	1614000	48
884500	1614500	5
884500	1620000	43
884500	1620500	13
884500	1621000	38
884500	1621500	33
884500	1651000	68
884500	1651500	236
884500	1658500	48
884500	1659000	13
884500	1661500	5
884500	1662500	23
884500	1663000	8
884500	1670500	28
884500	1674000	18
884500	1674500	5
884500	1677500	38
884500	1678000	73
885000	1600000	193
885000	1601500	8
885000	1602000	8
885000	1603500	53
885000	1606500	54
885000	1607000	213
885000	1607500	28
885000	1608000	58
885000	1609000	5
885000	1609500	13
885000	1610000	48
885000	1610500	8
885000	1611000	93
885000	1613000	48
885000	1613500	8
885000	1615500	8
885000	1620000	5
885000	1621000	23
885000	1621500	13
885000	1622000	13
885000	1651000	295
885000	1651500	83
885000	1658500	13
885000	1659000	5
885000	1661500	13
885000	1662500	23
885000	1671500	168
885000	1672000	43
885000	1673500	13
885000	1674000	5
885000	1678000	8
885000	1678500	53
885500	1600000	13
885500	1600500	0
885500	1603000	5
885500	1604000	5
885500	1606500	5
885500	1607000	33
885500	1608500	48
885500	1609000	8
885500	1609500	13
885500	1610000	220
885500	1610500	643
885500	1615500	73
885500	1619000	8
885500	1619500	103
885500	1620000	38
885500	1620500	5
885500	1621500	8
885500	1652000	13
885500	1660000	38
885500	1662500	18
885500	1671500	23
885500	1672000	8
885500	1673000	8
885500	1673500	68
885500	1674000	103
885500	1674500	38
885500	1678500	18
885500	1680500	8
886000	1600000	5
886000	1600500	108
886000	1601000	5
886000	1602000	83
886000	1602500	8
886000	1605000	43
886000	1606500	5
886000	1609000	29
886000	1609500	270
886000	1610000	369
886000	1610500	1759
886000	1611000	426
886000	1611500	5
886000	1613500	5
886000	1614000	63
886000	1615500	38
886000	1620500	8
886000	1621500	23
886000	1630500	18
886000	1650000	18
886000	1652000	38
886000	1658000	5
886000	1660000	5
886000	1662000	18
886000	1665500	23
886000	1670000	5
886000	1673000	18
886000	1673500	63
886000	1674000	33
886000	1674500	23
886000	1680000	0
886000	1680500	63
886000	1681000	5
886500	1601000	5
886500	1602000	5
886500	1602500	5
886500	1603000	0
886500	1603500	68
886500	1604000	28
886500	1605000	23
886500	1609000	8
886500	1609500	53
886500	1610000	877
886500	1610500	2084
886500	1611000	466
886500	1611500	5
886500	1614000	88
886500	1614500	18
886500	1615000	8
886500	1621000	5
886500	1624500	13
886500	1628000	5
886500	1630000	58
886500	1631500	5
886500	1632000	5
886500	1633000	58
886500	1633500	5
886500	1634000	5
886500	1634500	23
886500	1650000	43
886500	1663000	8
886500	1665500	18
886500	1667500	28
886500	1670500	18
886500	1671000	53
886500	1672000	8
886500	1672500	13
886500	1673500	33
886500	1674000	13
886500	1678000	0
886500	1678500	0
886500	1680000	8
886500	1680500	18
886500	1681000	88
886500	1681500	5
887000	1602000	5
887000	1602500	78
887000	1603000	18
887000	1604000	18
887000	1605000	68
887000	1606000	88
887000	1606500	63
887000	1607000	8
887000	1608500	5
887000	1610000	168
887000	1610500	375
887000	1611000	163
887000	1615500	109
887000	1618000	5
887000	1619000	0
887000	1619500	13
887000	1620000	68
887000	1621000	8
887000	1624500	48
887000	1625000	8
887000	1627000	5
887000	1627500	68
887000	1628000	23
887000	1629000	5
887000	1630000	8
887000	1630500	38
887000	1631000	48
887000	1632000	53
887000	1633000	53
887000	1634500	28
887000	1650000	68
887000	1650500	68
887000	1652000	5
