x	y	value
886000	1858000	8
886000	1860000	0
886000	1863000	5
886000	1867000	0
887000	1868000	0
887000	1870000	0
888000	1812000	5
888000	1859000	0
888000	1861000	5
888000	1862000	0
888000	1863000	0
888000	1864000	5
888000	1867000	0
888000	1868000	0
888000	1869000	5
888000	1870000	5
888000	1871000	0
888000	1873000	0
889000	1808000	0
889000	1812000	5
889000	1853000	0
889000	1859000	5
889000	1860000	0
889000	1862000	5
889000	1863000	0
889000	1865000	5
889000	1867000	5
889000	1868000	0
889000	1869000	8
889000	1870000	19
889000	1874000	0
890000	1856000	0
890000	1858000	0
890000	1862000	5
890000	1864000	8
890000	1865000	13
890000	1867000	0
890000	1873000	5
891000	1845000	0
891000	1846000	5
891000	1847000	5
891000	1853000	5
891000	1854000	0
891000	1856000	0
891000	1858000	5
891000	1860000	0
891000	1862000	0
891000	1863000	18
891000	1864000	13
891000	1865000	5
891000	1868000	0
891000	1869000	5
891000	1875000	5
891000	1876000	0
892000	1849000	0
892000	1850000	5
892000	1852000	5
892000	1853000	8
892000	1858000	0
892000	1859000	5
892000	1860000	5
892000	1861000	111
892000	1862000	236
892000	1863000	5
892000	1865000	0
892000	1875000	0
892000	1876000	5
893000	1844000	0
893000	1848000	5
893000	1849000	5
893000	1850000	0
893000	1852000	0
893000	1858000	5
893000	1859000	8
893000	1860000	0
893000	1861000	231
893000	1862000	221
893000	1863000	5
893000	1866000	5
893000	1867000	0
893000	1868000	0
893000	1882000	5
893000	1884000	0
893000	1886000	5
894000	1841000	0
894000	1842000	5
894000	1843000	8
894000	1845000	0
894000	1847000	0
894000	1851000	0
894000	1852000	0
894000	1857000	0
894000	1862000	8
894000	1863000	8
894000	1865000	5
894000	1876000	0
895000	1822000	5
895000	1833000	0
895000	1834000	0
895000	1835000	5
895000	1836000	5
895000	1838000	0
895000	1841000	5
895000	1842000	5
895000	1844000	0
895000	1845000	0
895000	1861000	5
895000	1862000	5
895000	1863000	8
895000	1864000	0
895000	1865000	0
895000	1872000	0
895000	1877000	0
896000	1829000	5
896000	1833000	5
896000	1834000	0
896000	1835000	13
896000	1836000	23
896000	1837000	5
896000	1839000	0
896000	1840000	5
896000	1841000	0
896000	1842000	0
896000	1844000	5
896000	1845000	5
896000	1847000	5
896000	1862000	0
896000	1863000	5
896000	1864000	5
896000	1865000	0
896000	1870000	0
897000	1815000	0
897000	1816000	0
897000	1817000	5
897000	1827000	0
897000	1828000	0
897000	1834000	5
897000	1835000	5
897000	1841000	0
897000	1842000	0
897000	1844000	0
897000	1847000	0
897000	1862000	5
897000	1864000	0
897000	1866000	0
897000	1869000	0
897000	1887000	5
898000	1821000	5
898000	1824000	0
898000	1830000	5
898000	1831000	8
898000	1833000	0
898000	1840000	0
898000	1845000	0
898000	1848000	5
898000	1857000	0
898000	1865000	0
898000	1866000	5
898000	1870000	0
899000	1827000	5
899000	1829000	0
899000	1831000	5
899000	1834000	5
899000	1837000	0
899000	1838000	5
899000	1844000	5
899000	1848000	5
899000	1859000	0
899000	1861000	5
899000	1862000	0
899000	1863000	5
899000	1864000	0
899000	1865000	5
899000	1866000	0
899000	1870000	0
899000	1872000	0
899000	1888000	5
841000	1958000	5
841000	1963000	8
841000	1964000	13
842000	1965000	25
876000	1916000	0
879000	1914000	5
879000	1915000	5
882000	1913000	0
882000	1914000	5
885000	1963000	0
886000	1909000	0
887000	1974000	5
888000	1909000	5
888000	1962000	5
888000	1973000	0
889000	1975000	5
889000	1979000	5
890000	1975000	5
890000	1977000	0
890000	1978000	5
890000	1979000	0
891000	1978000	0
892000	1908000	0
892000	1918000	5
892000	1967000	0
892000	1975000	0
892000	1976000	8
893000	1908000	5
893000	1918000	5
893000	1977000	0
894000	1917000	5
894000	1970000	5
895000	1917000	0
895000	1967000	5
895000	1976000	5
895000	1977000	5
896000	1948000	0
896000	1950000	5
896000	1962000	8
896000	1967000	8
897000	1948000	5
897000	1949000	5
897000	1950000	0
897000	1961000	0
897000	1962000	0
897000	1964000	5
898000	1963000	5
898000	1964000	5
898000	1969000	5
899000	1940000	5
899000	1941000	8
899000	1963000	0
899000	1964000	0
899000	1966000	5
899000	1968000	5
899000	1969000	5
899000	1970000	5
899000	1972000	5
899000	1976000	0
900000	1472000	8
900000	1473000	106
900000	1474000	142
900000	1493000	23
900000	1494000	0
900000	1495000	19
900000	1496000	13
900000	1497000	8
900000	1498000	5
900000	1499000	345
901000	1472000	5
901000	1474000	5
901000	1475000	13
901000	1495000	5
901000	1496000	28
901000	1497000	56
901000	1498000	8
901000	1499000	44
902000	1474000	13
902000	1475000	5
902000	1495000	0
902000	1496000	48
902000	1497000	42
902000	1498000	31
902000	1499000	95
903000	1471000	0
903000	1472000	8
903000	1473000	5
903000	1474000	28
903000	1477000	5
903000	1495000	5
903000	1496000	8
903000	1497000	26
903000	1498000	142
903000	1499000	212
904000	1471000	40
904000	1472000	28
904000	1473000	13
904000	1474000	5
904000	1494000	8
904000	1497000	18
904000	1498000	33
904000	1499000	488
905000	1472000	8
905000	1473000	5
905000	1474000	8
905000	1494000	13
905000	1495000	34
905000	1496000	0
905000	1497000	28
905000	1498000	321
905000	1499000	496
906000	1472000	18
906000	1473000	140
906000	1474000	29
906000	1497000	0
906000	1498000	73
906000	1499000	341
907000	1471000	5
907000	1472000	60
907000	1473000	341
907000	1474000	233
907000	1475000	13
907000	1497000	33
907000	1498000	57
907000	1499000	274
908000	1471000	5
908000	1472000	26
908000	1473000	290
908000	1474000	50
908000	1475000	5
908000	1497000	35
908000	1498000	14
908000	1499000	236
909000	1472000	8
909000	1473000	71
909000	1474000	107
909000	1475000	14
909000	1497000	8
909000	1498000	136
909000	1499000	90
910000	1473000	5
910000	1474000	14
910000	1475000	8
910000	1497000	28
910000	1498000	248
910000	1499000	260
911000	1472000	5
911000	1473000	30
911000	1474000	55
911000	1475000	39
911000	1476000	0
911000	1496000	8
911000	1497000	55
911000	1498000	553
911000	1499000	244
912000	1472000	23
912000	1473000	160
912000	1474000	298
912000	1475000	139
912000	1476000	13
912000	1477000	5
912000	1494000	8
912000	1495000	8
912000	1496000	8
912000	1498000	48
912000	1499000	112
913000	1472000	8
913000	1473000	311
913000	1474000	354
913000	1475000	100
913000	1476000	8
913000	1479000	0
913000	1496000	68
913000	1497000	8
913000	1498000	107
913000	1499000	24
914000	1473000	8
914000	1474000	43
914000	1475000	5
914000	1476000	8
914000	1477000	8
914000	1479000	5
914000	1495000	119
914000	1496000	111
914000	1497000	5
914000	1498000	8
915000	1472000	18
915000	1474000	5
915000	1475000	34
915000	1476000	8
915000	1477000	8
915000	1478000	13
915000	1499000	44
916000	1472000	23
916000	1474000	6
916000	1475000	0
916000	1476000	0
916000	1478000	5
916000	1479000	5
916000	1499000	27
917000	1473000	5
917000	1474000	44
917000	1475000	78
917000	1476000	5
917000	1478000	0
917000	1479000	8
917000	1497000	8
917000	1498000	5
917000	1499000	0
918000	1473000	5
918000	1474000	43
918000	1475000	18
918000	1476000	5
918000	1477000	8
918000	1478000	8
918000	1499000	5
919000	1474000	5
919000	1475000	8
919000	1476000	0
919000	1477000	5
919000	1497000	5
920000	1475000	8
920000	1476000	5
920000	1497000	5
920000	1498000	5
921000	1475000	30
921000	1476000	29
921000	1477000	8
921000	1478000	0
921000	1496000	0
921000	1498000	5
921000	1499000	0
922000	1475000	8
922000	1476000	33
922000	1478000	5
922000	1479000	5
922000	1492000	0
922000	1498000	0
922000	1499000	5
923000	1476000	8
923000	1478000	5
923000	1479000	0
923000	1492000	0
923000	1493000	5
923000	1494000	5
923000	1499000	8
924000	1475000	5
924000	1476000	13
924000	1477000	0
924000	1480000	8
924000	1498000	5
924000	1499000	8
925000	1476000	13
925000	1479000	5
925000	1480000	8
925000	1483000	5
925000	1496000	0
925000	1497000	0
925000	1499000	0
926000	1476000	45
926000	1477000	13
926000	1478000	5
926000	1480000	18
926000	1481000	5
926000	1482000	0
926000	1493000	5
926000	1496000	13
926000	1497000	5
926000	1499000	0
927000	1476000	43
927000	1477000	15
927000	1478000	8
927000	1479000	5
927000	1480000	5
927000	1497000	0
928000	1477000	13
928000	1493000	5
929000	1476000	8
929000	1477000	23
929000	1480000	5
929000	1481000	8
929000	1494000	0
930000	1477000	8
930000	1478000	0
930000	1481000	5
930000	1482000	0
931000	1478000	8
931000	1479000	13
931000	1480000	0
931000	1481000	5
931000	1482000	5
931000	1484000	0
931000	1485000	5
932000	1479000	8
932000	1480000	5
932000	1481000	0
932000	1482000	8
932000	1484000	13
932000	1485000	8
932000	1491000	5
932000	1497000	5
932000	1498000	0
933000	1479000	0
933000	1480000	0
933000	1481000	5
933000	1483000	5
933000	1484000	5
